event_type,start,end
ground_stationary,20190510 20:57:31.509,20190510 20:57:39.769
ground_stationary,20190510 21:04:19.551,20190510 21:04:42.883
ground_stationary,20190510 21:19:59.875,20190510 21:20:52.367
ground_stationary,20190510 21:30:09.544,20190510 21:31:05.391
ground_stationary,20190510 21:33:36.632,20190510 21:34:31.389
flying_passive,20190510 21:40:19.516,20190510 21:40:37.175
flying_active,20190510 21:40:44.534,20190510 21:41:07.741
flying_passive,20190510 21:41:07.744,20190510 21:41:09.689
ground_stationary,20190510 22:32:00.986,20190510 22:32:19.783
ground_stationary,20190510 22:31:51.556,20190510 22:31:58.003
ground_stationary,20190510 22:31:40.216,20190510 22:31:46.148
flying_active,20190510 22:50:25.517,20190510 22:51:21.370
flying_active,20190510 23:01:47.535,20190510 23:02:03.453
ground_stationary,20190510 23:02:07.283,20190510 23:02:39.110
ground_stationary,20190511 01:08:26.352,20190511 01:09:15.372
ground_stationary,20190511 01:10:57.681,20190511 01:11:53.257
ground_stationary,20190511 01:26:34.012,20190511 01:27:24.400
stationary,20190511 01:35:27.658,20190511 01:36:23.373
unknown,20190511 02:22:02.836,20190511 02:22:58.368
flying_active,20190510 21:17:52.526,20190510 21:17:56.631
flying_active,20190510 21:24:55.553,20190510 21:25:40.571
unknown,20190510 21:27:26.518,20190510 21:28:22.328
unknown,20190510 22:08:00.699,20190510 22:08:16.779
flying_active,20190510 22:11:03.538,20190510 22:11:59.154
flying_active,20190510 22:15:41.668,20190510 22:16:37.382
flying_active,20190510 22:19:38.581,20190510 22:20:34.344
unknown,20190510 22:25:04.750,20190510 22:25:10.934
flying_active,20190510 22:26:40.567,20190510 22:27:36.279
unknown,20190510 22:29:52.620,20190510 22:29:56.077
unknown,20190510 22:32:15.623,20190510 22:33:11.317
unknown,20190510 22:34:38.592,20190510 22:35:17.541
unknown,20190510 22:37:12.899,20190510 22:37:24.316
flying_active,20190510 22:40:56.584,20190510 22:41:52.260
unknown,20190510 22:43:53.000,20190510 22:44:42.406
unknown,20190510 22:46:45.669,20190510 22:47:00.393
unknown,20190510 22:48:13.587,20190510 22:48:22.519
flying_active,20190510 22:50:28.550,20190510 22:51:24.424
flying_active,20190510 22:52:36.765,20190510 22:53:32.320
unknown,20190510 22:55:01.639,20190510 22:55:18.994
unknown,20190510 22:57:38.709,20190510 22:57:50.812
flying_active,20190510 23:01:45.544,20190510 23:01:53.703
flying_active,20190510 23:04:27.644,20190510 23:05:23.275
flying_active,20190510 23:07:03.667,20190510 23:07:47.347
flying_active,20190510 23:11:03.501,20190510 23:11:59.367
flying_active,20190510 23:13:13.787,20190510 23:14:09.380
flying_active,20190510 23:19:30.519,20190510 23:20:26.332
flying_active,20190510 23:21:43.527,20190510 23:22:31.437
unknown,20190510 23:23:46.588,20190510 23:24:42.254
ground_stationary,20190510 19:13:04.656,20190510 19:13:59.685
ground_stationary,20190510 19:28:04.523,20190510 19:28:57.723
ground_stationary,20190510 19:43:04.667,20190510 19:43:59.160
ground_stationary,20190510 19:58:04.589,20190510 19:58:54.880
ground_stationary,20190510 20:13:04.571,20190510 20:13:41.237
ground_stationary,20190510 20:28:04.666,20190510 20:28:58.615
ground_stationary,20190510 20:43:04.616,20190510 20:43:55.352
ground_stationary,20190510 21:12:04.533,20190510 21:12:56.389
ground_stationary,20190510 21:27:04.645,20190510 21:27:56.860
ground_stationary,20190510 21:42:04.542,20190510 21:42:49.210
ground_stationary,20190510 21:57:04.519,20190510 21:57:56.489
ground_stationary,20190510 22:12:13.738,20190510 22:13:00.254
ground_stationary,20190510 22:27:04.619,20190510 22:27:50.894
ground_stationary,20190510 22:42:04.546,20190510 22:42:50.792
ground_stationary,20190510 22:57:04.545,20190510 22:57:47.566
ground_stationary,20190510 23:12:04.660,20190510 23:12:47.186
ground_stationary,20190510 23:27:04.546,20190510 23:27:58.054
ground_stationary,20190510 23:42:04.522,20190510 23:42:59.255
ground_stationary,20190510 23:57:04.524,20190510 23:57:58.491
ground_stationary,20190511 00:12:04.504,20190511 00:12:47.143
ground_stationary,20190511 00:27:04.521,20190511 00:27:34.446
stationary,20190511 21:33:04.624,20190511 21:34:00.613
unknown,20190511 21:48:04.538,20190511 21:48:09.554
flying_active,20190511 22:03:09.940,20190511 22:04:00.316
flying_active,20190511 22:18:04.567,20190511 22:18:16.577
unknown,20190511 22:33:04.548,20190511 22:34:00.231
unknown,20190511 22:48:04.697,20190511 22:49:00.172
unknown,20190511 23:03:04.792,20190511 23:03:22.779
flying_active,20190511 23:18:04.699,20190511 23:19:00.431
flying_active,20190511 23:33:04.509,20190511 23:34:00.329
flying_active,20190511 23:48:04.665,20190511 23:49:00.359
unknown,20190512 00:03:04.707,20190512 00:04:00.353
unknown,20190512 00:18:04.832,20190512 00:19:00.428
unknown,20190512 00:48:04.733,20190512 00:49:00.330
unknown,20190512 01:03:04.840,20190512 01:04:00.375
unknown,20190512 01:18:04.549,20190512 01:19:00.213
unknown,20190512 01:48:04.540,20190512 01:49:00.395
unknown,20190512 02:18:04.656,20190512 02:19:00.194
unknown,20190512 02:33:04.515,20190512 02:34:00.374
stationary,20190512 02:48:04.596,20190512 02:49:00.368
unknown,20190512 03:03:04.680,20190512 03:04:00.320
stationary,20190512 03:18:04.533,20190512 03:19:00.333
stationary,20190512 03:33:04.600,20190512 03:34:00.333
unknown,20190512 03:48:04.601,20190512 03:49:00.295
unknown,20190512 04:03:04.627,20190512 04:04:00.392
unknown,20190512 04:18:04.517,20190512 04:19:00.331
stationary,20190512 04:33:04.528,20190512 04:34:00.295
stationary,20190512 05:04:04.516,20190512 05:05:00.302
stationary,20190512 05:28:04.619,20190512 05:29:00.365
unknown,20190511 23:21:11.559,20190511 23:21:21.446
unknown,20190512 02:13:55.503,20190512 02:14:01.448
unknown,20190512 04:25:47.480,20190512 04:25:49.797
unknown,20190512 04:29:32.548,20190512 04:29:49.145
unknown,20190512 04:32:16.590,20190512 04:33:12.331
unknown,20190512 04:34:30.616,20190512 04:35:26.440
stationary,20190512 04:37:07.600,20190512 04:38:03.320
unknown,20190512 04:44:32.560,20190512 04:44:44.152
unknown,20190512 04:49:49.542,20190512 04:49:53.299
unknown,20190512 05:24:40.560,20190512 05:25:36.528
unknown,20190512 05:27:03.721,20190512 05:27:59.336
unknown,20190512 05:29:36.643,20190512 05:30:32.419
unknown,20190512 05:31:52.525,20190512 05:32:02.675
stationary,20190512 05:40:28.555,20190512 05:41:24.389
unknown,20190512 06:01:08.669,20190512 06:01:17.871
flying_active,20190512 06:59:25.620,20190512 07:00:21.504
unknown,20190512 07:01:42.557,20190512 07:02:38.429
unknown,20190512 08:23:58.724,20190512 08:24:54.384
flying_active,20190512 00:01:11.519,20190512 00:01:43.103
flying_active,20190512 00:03:40.508,20190512 00:03:50.625
flying_active,20190512 00:03:55.841,20190512 00:04:36.246
flying_passive,20190512 00:03:50.640,20190512 00:03:55.832
flying_active,20190512 00:06:10.527,20190512 00:06:54.573
flying_active,20190512 00:07:00.943,20190512 00:07:04.385
flying_active,20190512 00:08:23.548,20190512 00:08:49.333
flying_passive,20190512 00:08:50.888,20190512 00:08:52.787
flying_active,20190512 00:08:52.795,20190512 00:09:00.134
flying_active,20190512 00:09:03.882,20190512 00:09:06.316
flying_active,20190512 00:09:13.177,20190512 00:09:17.058
flying_passive,20190512 00:09:00.138,20190512 00:09:03.877
flying_passive,20190512 00:09:06.320,20190512 00:09:08.544
flying_active,20190512 00:12:47.540,20190512 00:13:07.840
flying_active,20190512 00:13:09.685,20190512 00:13:36.798
flying_passive,20190512 00:13:07.844,20190512 00:13:09.680
flying_active,20190512 00:13:38.758,20190512 00:13:43.223
flying_active,20190512 00:24:12.502,20190512 00:25:08.386
flying_active,20190512 00:27:13.529,20190512 00:27:47.265
flying_active,20190512 00:28:56.514,20190512 00:28:59.224
flying_active,20190512 00:29:11.235,20190512 00:29:52.387
flying_passive,20190512 00:28:59.228,20190512 00:29:11.232
flying_active,20190512 00:31:34.500,20190512 00:31:43.349
flying_passive,20190512 00:31:43.351,20190512 00:31:45.840
ground_stationary,20190512 00:31:47.708,20190512 00:32:30.366
flying_active,20190512 00:33:58.510,20190512 00:34:20.010
flying_active,20190512 00:34:21.062,20190512 00:34:27.207
flying_passive,20190512 00:34:20.016,20190512 00:34:21.055
flying_active,20190512 00:34:40.374,20190512 00:34:54.373
flying_active,20190512 00:37:50.751,20190512 00:37:58.358
flying_active,20190512 00:38:27.738,20190512 00:38:35.102
flying_active,20190512 00:40:11.510,20190512 00:40:23.780
ground_stationary,20190512 00:40:55.349,20190512 00:41:07.363
flying_passive,20190512 00:40:46.913,20190512 00:40:54.247
ground_stationary,20190512 00:44:34.484,20190512 00:44:49.457
flying_active,20190512 00:44:26.530,20190512 00:44:29.800
flying_active,20190512 00:44:59.357,20190512 00:45:22.367
flying_active,20190512 01:19:45.531,20190512 01:20:41.298
flying_active,20190512 01:21:47.496,20190512 01:22:18.070
flying_passive,20190512 01:22:18.098,20190512 01:22:43.282
flying_active,20190512 01:23:56.365,20190512 01:24:07.885
flying_passive,20190512 01:24:07.893,20190512 01:24:43.191
flying_active,20190512 01:24:43.199,20190512 01:24:46.104
flying_active,20190512 20:45:56.527,20190512 20:46:52.311
flying_passive,20190512 20:49:01.275,20190512 20:49:12.319
bathing_poss,20190512 20:49:12.325,20190512 20:49:17.334
flying_active,20190512 21:00:30.028,20190512 21:01:14.415
flying_active,20190512 21:02:30.523,20190512 21:03:26.376
ground_stationary,20190513 01:08:03.132,20190513 01:08:36.199
unknown,20190513 01:07:46.599,20190513 01:08:03.093
flying_active,20190513 04:35:21.917,20190513 04:35:28.325
flying_passive,20190513 04:34:58.505,20190513 04:35:21.901
flying_passive,20190513 04:35:28.344,20190513 04:35:48.200
bathing_poss,20190513 04:38:56.734,20190513 04:39:20.774
unknown,20190513 04:42:18.695,20190513 04:43:14.627
flying_active,20190513 05:02:25.249,20190513 05:03:11.269
flying_passive,20190513 05:02:17.692,20190513 05:02:25.236
flying_active,20190513 05:02:15.502,20190513 05:02:17.678
flying_active,20190513 05:06:46.531,20190513 05:06:58.095
ground_stationary,20190513 05:06:58.103,20190513 05:07:42.293
flying_active,20190513 05:21:43.513,20190513 05:21:44.618
flying_active,20190513 05:24:18.552,20190513 05:24:29.470
flying_active,20190513 05:26:21.531,20190513 05:26:26.125
flying_active,20190513 05:32:50.504,20190513 05:33:22.111
flying_active,20190513 05:40:16.033,20190513 05:41:01.386
flying_passive,20190513 05:40:05.539,20190513 05:40:16.017
flying_active,20190513 05:44:56.603,20190513 05:45:13.047
ground_stationary,20190513 05:45:16.712,20190513 05:45:48.695
flying_active,20190512 05:23:18.571,20190512 05:23:36.356
ground_stationary,20190512 05:23:42.869,20190512 05:24:14.368
flying_active,20190512 06:13:29.563,20190512 06:13:37.880
flying_active,20190512 06:13:51.454,20190512 06:14:04.303
flying_passive,20190512 06:13:41.594,20190512 06:13:51.447
flying_active,20190512 06:15:39.067,20190512 06:15:44.166
unknown,20190512 06:15:47.208,20190512 06:15:50.121
flying_passive,20190512 06:15:32.528,20190512 06:15:39.058
flying_active,20190512 06:16:21.991,20190512 06:16:28.304
ground_stationary,20190512 06:18:12.637,20190512 06:18:43.928
flying_active,20190512 06:24:56.167,20190512 06:25:14.142
ground_stationary,20190512 19:08:27.901,20190512 19:09:08.311
flying_active,20190512 19:08:12.515,20190512 19:08:21.182
unknown,20190512 23:54:11.785,20190512 23:55:07.216
foraging_poss,20190512 23:56:42.240,20190512 23:56:53.109
ground_stationary,20190512 23:57:03.161,20190512 23:57:24.311
flying_passive,20190513 00:05:47.570,20190513 00:05:55.068
flying_active,20190513 00:05:55.085,20190513 00:05:58.861
ground_stationary,20190513 00:06:27.184,20190513 00:06:43.289
ground_stationary,20190513 00:39:10.178,20190513 00:39:30.303
flying_active,20190513 00:38:34.540,20190513 00:38:44.162
unknown,20190513 01:56:38.525,20190513 01:56:53.787
ground_stationary,20190513 01:56:53.793,20190513 01:57:27.653
ground_stationary,20190513 01:59:19.494,20190513 01:59:59.150
ground_stationary,20190513 02:28:35.230,20190513 02:29:05.370
flying_passive,20190513 02:28:13.535,20190513 02:28:31.324
unknown,20190513 05:28:28.850,20190513 05:29:07.291
unknown,20190513 05:28:11.565,20190513 05:28:24.023
ground_stationary,20190513 05:28:24.065,20190513 05:28:28.829
flying_active,20190513 05:31:56.517,20190513 05:31:59.478
flying_active,20190513 05:34:23.325,20190513 05:34:32.581
unknown,20190513 05:34:43.597,20190513 05:35:03.155
bathing,20190513 05:37:30.541,20190513 05:38:26.077
flying_active,20190513 05:52:28.508,20190513 05:53:24.378
flying_active,20190513 05:54:53.740,20190513 05:55:21.304
flying_active,20190513 05:57:21.358,20190513 05:57:38.538
flying_passive,20190513 05:57:38.540,20190513 05:58:09.435
flying_active,20190513 05:58:09.440,20190513 05:58:17.176
flying_active,20190513 06:00:11.277,20190513 06:00:16.043
ground_stationary,20190513 06:00:47.143,20190513 06:01:06.374
flying_passive,20190513 06:00:23.912,20190513 06:00:46.371
flying_active,20190513 06:04:27.894,20190513 06:04:32.852
unknown,20190513 06:06:32.703,20190513 06:07:28.589
flying_active,20190513 06:09:06.279,20190513 06:09:15.941
flying_active,20190513 06:08:45.077,20190513 06:08:54.136
flying_passive,20190513 06:08:54.140,20190513 06:08:57.332
unknown,20190513 06:08:41.501,20190513 06:08:43.193
flying_active,20190513 06:09:24.573,20190513 06:09:27.262
flying_active,20190513 06:09:30.536,20190513 06:09:37.369
flying_passive,20190513 06:11:13.536,20190513 06:11:17.405
flying_active,20190513 06:11:21.369,20190513 06:11:26.758
flying_active,20190513 06:11:42.170,20190513 06:11:59.155
bathing,20190513 06:11:36.569,20190513 06:11:40.861
flying_active,20190513 06:13:22.514,20190513 06:13:33.876
unknown,20190513 06:15:43.544,20190513 06:16:39.373
flying_active,20190513 06:25:06.508,20190513 06:25:12.932
stationary,20190513 06:25:52.671,20190513 06:26:02.066
flying_active,20190513 06:35:02.833,20190513 06:35:09.134
flying_active,20190513 06:35:29.793,20190513 06:35:37.217
bathing,20190513 06:35:15.312,20190513 06:35:27.701
bathing,20190513 06:34:54.249,20190513 06:34:59.824
unknown,20190513 06:53:43.038,20190513 06:54:38.509
flying_active,20190513 06:58:53.123,20190513 06:58:58.368
bathing,20190513 06:59:02.064,20190513 06:59:16.436
bathing,20190513 06:58:37.004,20190513 06:58:51.149
flying_active,20190513 06:58:30.883,20190513 06:58:34.029
bathing,20190513 07:00:46.550,20190513 07:01:24.161
ground_stationary,20190513 07:08:39.521,20190513 07:09:19.572
ground_active,20190513 07:09:19.577,20190513 07:09:35.387
ground_stationary,20190513 07:12:14.775,20190513 07:13:04.345
flying_active,20190513 07:22:22.342,20190513 07:22:32.082
flying_passive,20190513 08:58:26.047,20190513 08:58:34.239
flying_active,20190513 08:57:50.081,20190513 08:58:01.321
flying_active,20190513 09:00:05.509,20190513 09:00:09.496
flying_active,20190513 09:00:14.710,20190513 09:00:20.856
flying_active,20190513 09:00:24.040,20190513 09:00:27.551
flying_active,20190513 09:00:33.725,20190513 09:00:35.125
flying_passive,20190513 09:00:09.503,20190513 09:00:14.703
flying_passive,20190513 09:00:20.863,20190513 09:00:24.033
flying_passive,20190513 09:00:27.558,20190513 09:00:33.718
flying_passive,20190513 09:00:49.958,20190513 09:01:00.354
flying_active,20190513 19:26:51.544,20190513 19:27:47.372
flying_active,20190513 19:33:04.526,20190513 19:34:00.359
flying_active,20190513 19:35:14.056,20190513 19:36:09.312
flying_active,20190513 19:37:36.713,20190513 19:38:32.291
flying_active,20190513 19:39:58.430,20190513 19:40:35.355
flying_active,20190513 19:43:58.983,20190513 19:44:38.329
flying_active,20190513 19:45:57.500,20190513 19:46:53.408
flying_active,20190513 19:48:11.600,20190513 19:49:07.200
flying_active,20190513 19:59:44.549,20190513 20:00:40.237
flying_active,20190513 20:09:10.549,20190513 20:10:06.176
flying_active,20190513 20:19:43.827,20190513 20:20:08.455
flying_active,20190513 20:30:03.531,20190513 20:30:59.271
flying_active,20190513 20:32:48.656,20190513 20:33:18.906
flying_active,20190513 20:35:25.507,20190513 20:36:21.372
flying_active,20190513 20:39:31.698,20190513 20:40:02.298
flying_active,20190513 20:43:30.509,20190513 20:44:26.370
flying_active,20190513 20:51:41.387,20190513 20:52:25.312
flying_active,20190513 20:55:45.304,20190513 20:56:22.306
flying_active,20190513 20:57:59.523,20190513 20:58:10.761
flying_active,20190513 21:05:32.698,20190513 21:06:22.750
flying_active,20190513 21:08:05.807,20190513 21:08:49.327
flying_active,20190513 21:11:48.496,20190513 21:12:25.011
flying_active,20190513 21:14:27.509,20190513 21:15:23.303
unknown,20190513 21:17:18.715,20190513 21:17:50.428
flying_active,20190513 21:20:02.535,20190513 21:20:58.361
unknown,20190513 21:24:26.563,20190513 21:24:32.969
unknown,20190513 21:35:43.700,20190513 21:36:39.253
flying_active,20190513 21:43:10.489,20190513 21:43:36.715
flying_active,20190513 21:48:03.567,20190513 21:48:44.208
unknown,20190513 21:51:55.505,20190513 21:52:07.170
flying_active,20190513 21:55:19.868,20190513 21:55:55.311
flying_active,20190513 22:04:14.040,20190513 22:05:02.289
flying_active,20190513 22:12:18.552,20190513 22:13:14.279
flying_active,20190513 22:21:12.505,20190513 22:22:08.296
unknown,20190513 22:26:34.510,20190513 22:26:51.343
unknown,20190513 22:30:55.777,20190513 22:31:51.369
stationary,20190513 22:45:59.532,20190513 22:46:55.342
stationary,20190513 22:59:26.905,20190513 23:00:17.291
unknown,20190513 23:47:41.509,20190513 23:48:37.598
unknown,20190513 23:49:59.552,20190513 23:50:55.260
flying_active,20190513 23:58:37.731,20190513 23:59:33.662
flying_active,20190514 00:04:33.525,20190514 00:05:29.232
unknown,20190514 00:07:47.503,20190514 00:07:55.888
flying_active,20190514 00:15:29.613,20190514 00:16:25.293
flying_active,20190514 00:17:37.533,20190514 00:18:33.320
flying_active,20190514 00:28:07.690,20190514 00:28:35.293
flying_active,20190514 00:34:28.592,20190514 00:35:24.582
flying_active,20190514 00:39:43.710,20190514 00:40:39.300
unknown,20190514 00:44:55.545,20190514 00:45:05.055
unknown,20190514 00:47:28.525,20190514 00:47:36.067
unknown,20190514 05:02:37.544,20190514 05:03:33.261
unknown,20190514 05:05:52.656,20190514 05:06:48.456
unknown,20190514 05:09:55.501,20190514 05:10:51.429
unknown,20190514 05:42:21.568,20190514 05:43:17.312
unknown,20190514 05:45:00.515,20190514 05:45:27.747
unknown,20190514 05:48:55.622,20190514 05:49:51.352
unknown,20190514 05:51:32.525,20190514 05:52:28.348
unknown,20190514 05:54:07.737,20190514 05:55:03.193
flying_active,20190514 06:05:37.538,20190514 06:05:43.621
unknown,20190514 06:08:53.712,20190514 06:09:49.373
stationary,20190514 06:26:16.736,20190514 06:27:12.372
flying_passive,20190513 20:59:59.539,20190513 21:00:03.865
foraging_poss,20190513 21:00:03.879,20190513 21:00:15.991
flying_active,20190513 21:00:16.008,20190513 21:00:55.395
flying_active,20190513 21:02:18.108,20190513 21:03:07.374
foraging_non-fish,20190513 21:04:51.385,20190513 21:05:05.259
bathing_poss,20190513 21:09:05.611,20190513 21:09:50.391
unknown,20190513 21:09:50.477,20190513 21:10:01.369
flying_active,20190513 21:23:04.539,20190513 21:23:21.836
flying_active,20190513 21:23:27.401,20190513 21:23:34.338
flying_active,20190513 21:23:39.558,20190513 21:24:00.302
flying_passive,20190513 21:23:34.350,20190513 21:23:39.547
flying_passive,20190513 21:23:21.855,20190513 21:23:27.390
flying_active,20190514 01:36:11.609,20190514 01:36:18.447
unknown,20190514 01:39:38.585,20190514 01:40:34.394
unknown,20190514 01:42:41.808,20190514 01:43:37.380
unknown,20190514 01:45:31.776,20190514 01:46:27.647
flying_active,20190514 01:48:36.955,20190514 01:48:47.981
unknown,20190514 01:47:55.566,20190514 01:48:36.913
ground_stationary,20190514 01:51:04.177,20190514 01:51:46.370
flying_active,20190514 02:03:45.597,20190514 02:04:41.545
flying_active,20190514 02:05:47.535,20190514 02:05:53.930
ground_stationary,20190514 02:06:22.812,20190514 02:06:43.323
ground_stationary,20190514 02:43:15.504,20190514 02:44:11.367
foraging_poss,20190514 03:08:13.194,20190514 03:08:22.800
flying_active,20190514 03:07:30.528,20190514 03:08:13.185
flying_active,20190514 03:10:41.510,20190514 03:11:37.459
flying_active,20190514 03:12:43.521,20190514 03:13:39.294
flying_active,20190514 03:15:27.551,20190514 03:16:23.116
ground_stationary,20190514 03:20:12.003,20190514 03:20:32.702
