event_type,start,end
flight_take_off,20210819 19:25:29.478,20210819 19:25:34.430
flight_cruising,20210819 19:25:34.437,20210819 19:25:41.416
unknown,20210819 19:25:41.443,20210819 19:25:53.943
flight_take_off,20210819 19:25:53.950,20210819 19:25:55.423
flight_cruising,20210819 19:25:55.425,20210819 19:26:10.371
unknown,20210819 19:26:10.391,20210819 19:26:16.822
flight_take_off,20210819 19:26:16.827,20210819 19:26:19.392
flight_cruising,20210819 19:26:19.394,20210819 19:26:26.647
unknown,20210819 19:26:26.651,20210819 19:26:33.435
flight_cruising,20210819 19:29:17.207,20210819 19:30:34.732
flight_cruising,20210819 19:28:45.713,20210819 19:29:04.472
unknown,20210819 19:30:34.733,20210819 19:30:36.414
flight_cruising,20210819 19:30:36.418,20210819 19:31:09.152
unknown,20210819 19:31:09.157,20210819 19:31:13.793
flight_cruising,20210819 19:31:13.799,20210819 19:31:25.782
unknown,20210819 19:31:25.787,20210819 19:31:27.581
flight_cruising,20210819 19:31:27.583,20210819 19:31:34.449
flight_cruising,20210819 19:31:41.527,20210819 19:34:28.790
unknown,20210819 19:34:28.795,20210819 19:34:30.774
flight_cruising,20210819 19:34:30.779,20210819 19:36:35.596
flight_cruising,20210819 19:36:42.552,20210819 19:41:36.487
flight_cruising,20210819 19:41:43.570,20210819 19:42:07.996
flight_take_off,20210819 19:42:17.659,20210819 19:42:19.614
stationary,20210819 19:42:08.002,20210819 19:42:17.654
flight_cruising,20210819 19:42:19.619,20210819 19:43:09.978
flight_take_off,20210819 19:43:12.855,20210819 19:43:15.431
stationary,20210819 19:43:09.981,20210819 19:43:12.853
flight_cruising,20210819 19:43:15.434,20210819 19:43:45.118
stationary,20210819 19:43:45.121,20210819 19:46:37.489
stationary,20210819 19:46:44.641,20210819 19:51:38.561
stationary,20210819 19:52:41.132,20210819 19:56:39.580
stationary,20210819 19:56:46.628,20210819 19:57:09.023
flight_take_off,20210819 19:57:09.024,20210819 19:57:12.436
stationary,20210819 19:58:07.520,20210819 20:01:40.378
stationary,20210819 20:01:47.632,20210819 20:06:41.576
stationary,20210819 20:06:48.558,20210819 20:11:42.532
stationary,20210819 20:11:49.600,20210819 20:13:30.972
unknown,20210819 19:29:04.479,20210819 19:29:15.903
unknown,20210819 19:26:40.654,20210819 19:27:03.303
flight_take_off,20210819 19:27:03.309,20210819 19:27:06.094
flight_cruising,20210819 19:27:06.097,20210819 19:27:16.460
unknown,20210819 19:27:16.480,20210819 19:27:26.148
flight_take_off,20210819 19:27:26.150,20210819 19:27:28.915
flight_cruising,20210819 19:27:28.918,20210819 19:27:32.012
unknown,20210819 19:27:32.016,20210819 19:27:47.218
flight_take_off,20210819 19:27:47.219,20210819 19:27:49.570
flight_cruising,20210819 19:27:49.572,20210819 19:27:59.006
stationary,20210819 19:27:59.008,20210819 19:28:09.881
flight_take_off,20210819 19:28:09.885,20210819 19:28:11.944
flight_cruising,20210819 19:28:11.945,20210819 19:28:18.948
stationary,20210819 19:28:18.955,20210819 19:28:43.451
flight_take_off,20210819 19:28:43.455,20210819 19:28:45.710
flight_take_off,20210819 19:29:15.907,20210819 19:29:17.205
unknown,20210920 21:55:18.561,20210920 21:55:31.206
unknown,20210920 21:55:08.662,20210920 21:55:12.411
foraging_dive,20210920 21:55:44.620,20210920 21:55:48.016
surface_seizing,20210920 21:55:39.153,20210920 21:55:44.620
stationary,20210920 21:55:31.219,20210920 21:55:39.140
foraging_dive,20210920 21:55:48.020,20210920 21:55:51.781
flight_cruising,20210920 21:55:55.894,20210920 21:56:00.862
unknown,20210920 21:56:00.867,20210920 21:56:09.910
unknown,20210920 21:55:51.789,20210920 21:55:55.891
flight_cruising,20210920 21:56:09.944,20210920 21:56:16.298
unknown,20210901 03:36:31.525,20210901 03:36:48.347
unknown,20210902 23:08:41.646,20210902 23:08:45.469
flight_cruising,20210902 23:08:45.480,20210902 23:08:58.325
unknown,20210902 23:08:58.333,20210902 23:09:00.924
flight_cruising,20210902 23:09:00.930,20210902 23:09:11.969
unknown,20210902 23:09:11.977,20210902 23:09:13.243
flight_cruising,20210902 23:09:13.249,20210902 23:09:35.808
unknown,20210902 23:09:35.820,20210902 23:09:39.133
flight_cruising,20210902 23:09:39.141,20210902 23:10:00.154
unknown,20210903 00:09:17.676,20210903 00:09:20.356
flight_cruising,20210903 00:09:20.365,20210903 00:10:00.425
stationary,20210903 03:09:36.024,20210903 03:10:01.728
unknown,20210903 07:36:26.469,20210903 07:36:31.657
unknown,20210903 07:36:37.565,20210903 07:36:39.857
flight_cruising,20210903 07:36:39.866,20210903 07:37:31.531
unknown,20210902 04:00:06.989,20210902 04:00:14.726
flight_cruising,20210902 04:00:14.773,20210902 04:00:33.568
stationary,20210921 06:58:03.511,20210921 06:58:34.942
flight_take_off,20210921 06:58:34.949,20210921 06:58:38.170
stationary,20210921 07:06:04.210,20210921 07:06:08.033
unknown,20210921 07:06:02.517,20210921 07:06:04.206
unknown,20210921 07:06:08.036,20210921 07:06:11.591
stationary,20210921 07:06:11.593,20210921 07:06:14.952
flight_take_off,20210921 07:06:14.955,20210921 07:06:16.145
flight_cruising,20210921 07:06:16.147,20210921 07:06:30.440
unknown,20210921 07:06:30.445,20210921 07:06:41.651
stationary,20210921 07:06:41.657,20210921 07:07:03.938
flight_take_off,20210921 07:07:03.940,20210921 07:07:05.717
flight_cruising,20210921 07:07:05.718,20210921 07:07:07.435
unknown,20210920 22:47:36.691,20210920 22:47:47.918
flight_cruising,20210920 22:47:49.134,20210920 22:47:55.872
flight_take_off,20210920 22:47:47.921,20210920 22:47:49.133
surface_seizing,20210920 22:47:55.873,20210920 22:48:01.174
unknown,20210920 22:48:01.177,20210920 22:48:05.501
surface_seizing,20210920 22:48:05.506,20210920 22:48:10.019
surface_seizing,20210920 22:48:13.163,20210920 22:48:24.040
foraging_dive,20210920 22:48:26.029,20210920 22:48:28.586
foraging_dive,20210920 22:48:28.588,20210920 22:48:30.938
surface_seizing,20210920 22:48:30.944,20210920 22:48:38.682
foraging_dive,20210920 22:48:41.496,20210920 22:48:44.069
foraging_dive,20210920 22:48:44.070,20210920 22:48:46.712
foraging_dive,20210920 22:48:46.714,20210920 22:48:49.092
foraging_dive,20210920 22:48:49.094,20210920 22:48:51.463
surface_seizing,20210920 22:48:51.468,20210920 22:48:52.784
foraging_dive,20210920 22:48:52.791,20210920 22:48:54.495
foraging_dive,20210920 22:48:56.114,20210920 22:48:58.260
unknown,20210920 22:48:54.498,20210920 22:48:56.111
unknown,20210920 22:49:01.920,20210920 22:49:05.481
surface_seizing,20210920 22:48:59.722,20210920 22:49:01.122
stationary,20210920 22:49:01.125,20210920 22:49:01.916
stationary,20210920 22:48:58.263,20210920 22:48:59.720
stationary,20210920 22:49:05.486,20210920 22:49:07.651
flight_take_off,20210920 22:49:07.653,20210920 22:49:09.533
flight_cruising,20210920 22:49:09.536,20210920 22:49:24.068
foraging_dive,20210920 22:49:26.611,20210920 22:49:29.283
foraging_dive,20210920 22:49:29.285,20210920 22:49:32.661
unknown,20210920 22:49:32.666,20210920 22:49:34.829
surface_seizing,20210920 22:49:34.831,20210920 22:49:36.598
surface_seizing,20210920 22:49:39.622,20210920 22:49:43.095
surface_seizing,20210920 22:49:47.116,20210920 22:49:56.384
unknown,20210920 22:50:00.020,20210920 22:50:02.747
stationary,20210920 22:50:13.214,20210920 22:50:25.854
unknown,20210920 22:50:02.749,20210920 22:50:13.204
unknown,20210920 22:50:25.856,20210920 22:50:35.665
unknown,20210920 22:50:47.452,20210920 22:50:59.089
surface_seizing,20210920 22:50:59.094,20210920 22:51:03.220
foraging_dive,20210920 22:51:03.222,20210920 22:51:04.891
foraging_dive,20210920 22:51:04.893,20210920 22:51:06.671
unknown,20210920 23:01:56.626,20210920 23:01:58.308
flight_cruising,20210920 23:01:48.953,20210920 23:01:56.624
stationary,20210920 23:01:25.506,20210920 23:01:45.306
flight_take_off,20210920 23:01:45.315,20210920 23:01:48.950
unknown,20210920 22:58:57.875,20210920 22:59:01.126
unknown,20210920 22:59:08.813,20210920 22:59:14.201
unknown,20210920 22:59:21.003,20210920 22:59:23.498
unknown,20210920 22:52:18.416,20210920 22:52:21.507
surface_seizing,20210920 22:51:41.530,20210920 22:51:45.525
foraging_dive,20210920 22:51:45.529,20210920 22:51:48.536
foraging_dive,20210920 22:51:48.538,20210920 22:51:52.377
surface_seizing,20210920 22:51:52.380,20210920 22:51:54.377
foraging_dive,20210920 22:51:54.383,20210920 22:51:57.146
unknown,20210920 22:51:57.149,20210920 22:52:00.219
stationary,20210920 22:52:00.226,20210920 22:52:18.413
stationary,20210920 22:52:21.512,20210920 22:52:24.696
unknown,20210920 22:52:24.700,20210920 22:52:25.921
stationary,20210920 22:52:25.925,20210920 22:52:31.845
unknown,20210920 22:52:31.848,20210920 22:52:39.459
stationary,20210920 22:52:39.464,20210920 22:52:45.525
unknown,20210920 22:52:45.533,20210920 22:52:52.103
foraging_dive,20210920 22:52:54.439,20210920 22:52:55.644
surface_seizing,20210920 22:52:55.646,20210920 22:52:56.479
foraging_dive,20210920 22:53:17.226,20210920 22:53:23.723
foraging_dive,20210920 22:53:13.996,20210920 22:53:17.224
flight_take_off,20210920 22:53:27.082,20210920 22:53:28.944
flight_cruising,20210920 22:53:28.948,20210920 22:53:35.716
unknown,20210920 22:53:10.533,20210920 22:53:13.993
unknown,20210920 22:53:23.726,20210920 22:53:27.076
stationary,20210920 22:53:35.720,20210920 22:53:57.856
preening,20210920 22:53:57.864,20210920 22:54:00.943
stationary,20210920 22:54:00.949,20210920 22:54:10.420
unknown,20210920 22:58:19.634,20210920 22:58:32.535
unknown,20210920 22:59:01.139,20210920 22:59:08.796
unknown,20210920 22:59:14.209,20210920 22:59:20.990
flight_cruising,20210819 19:24:57.403,20210819 19:25:05.723
flight_cruising,20210819 19:25:10.296,20210819 19:25:23.888
unknown,20210920 22:58:32.545,20210920 22:58:35.234
unknown,20210920 22:58:35.249,20210920 22:58:57.865
